building_id,load_type,ashrae_climate_zone,vintage,building_type,location,area_sqm,annual_heating_cooling_ratio,chw_annual_load,chw_cooling_hour_ratio,chw_cooling_hours,chw_data_coverage,chw_max_load,chw_max_load_gt0,chw_max_load_per_area,chw_mean_load,chw_mean_load_gt0,chw_median_load,chw_median_load_gt0,chw_min_load,chw_min_load_gt0,chw_pct_below_10pct_max,chw_pct_below_20pct_max,chw_pct_below_30pct_max,chw_pct_below_40pct_max,chw_pct_below_50pct_max,chw_pct_below_60pct_max,chw_pct_below_70pct_max,chw_pct_below_80pct_max,chw_pct_below_90pct_max,chw_q25_load,chw_q75_load,chw_valid_hours,heat_recovery_heating_fraction,hhw_annual_load,hhw_data_coverage,hhw_heating_hour_ratio,hhw_heating_hours,hhw_max_load,hhw_max_load_gt0,hhw_max_load_per_area,hhw_mean_load,hhw_mean_load_gt0,hhw_median_load,hhw_median_load_gt0,hhw_min_load,hhw_min_load_gt0,hhw_pct_below_10pct_max,hhw_pct_below_20pct_max,hhw_pct_below_30pct_max,hhw_pct_below_40pct_max,hhw_pct_below_50pct_max,hhw_pct_below_60pct_max,hhw_pct_below_70pct_max,hhw_pct_below_80pct_max,hhw_pct_below_90pct_max,hhw_q25_load,hhw_q75_load,hhw_valid_hours,max_heating_load_after_heat_recovery,max_temp,mean_temp,median_temp,min_temp,q10_temp,q20_temp,q25_temp,q30_temp,q40_temp,q50_temp,q60_temp,q70_temp,q75_temp,q80_temp,q90_temp,ratio_of_peak_heating_and_cooling,simultaneous_heating_and_cooling_hour_ratio,simultaneous_heating_and_cooling_hours
121,simulation,5A,2000s,Hospital,Chicago,22000,0.46,5929963979.06,95.56,8371.0,100.0,3958415.23,3958415.23,176.43,676936.53,708393.74,434576.77,498650.29,0.0,49.35,47.01,57.6,80.51,93.22,98.24,99.02,99.42,99.61,99.86,233455.74,1034799.53,8760.0,0.73,2748553368.23,100.0,100.0,8760.0,1130002.8,1130002.8,50.37,313761.8,313761.8,286336.2,286336.2,949.47,949.47,1.05,20.92,69.18,88.92,95.54,97.87,98.85,99.52,99.76,235571.35,361489.38,8760.0,1130002.8,39.58,11.39,12.0,-27.05,-4.68,1.58,3.92,6.0,9.0,12.0,15.42,19.0,21.0,22.42,26.03,0.29,95.56,8371.0
122,simulation,4A,2020s,HotelLarge,New York,11000,0.17,931297801.33,82.49,7226.0,100.0,539976.99,539976.99,47.59,106312.53,128881.51,16022.33,49965.0,0.0,65.53,59.26,65.31,70.46,75.57,80.62,87.71,94.39,97.96,99.53,1722.27,209624.7,8760.0,0.07,161873462.67,100.0,66.11,5791.0,134329.23,134329.23,11.84,18478.71,27952.59,1021.87,21897.22,0.0,0.01,61.84,70.32,80.09,86.54,91.94,96.3,99.03,99.82,99.97,0.0,32972.84,8760.0,134241.86,36.45,12.55,12.58,-13.65,0.25,3.3,4.65,6.06,8.94,12.58,15.89,19.47,21.1,22.2,25.25,0.25,48.6,4257.0
123,simulation,2A,2000s,Hospital,Houston,22000,0.2,10922427413.04,100.0,8760.0,100.0,3714278.69,3714278.69,165.55,1246852.44,1246852.44,1194317.59,1194317.59,77629.98,77629.98,3.94,19.6,41.16,66.64,87.83,96.95,98.81,99.53,99.79,863409.45,1601305.94,8760.0,0.99,2233372018.16,100.0,100.0,8760.0,595464.71,595464.71,26.54,254951.14,254951.14,246645.39,246645.39,11008.8,11008.8,0.78,3.54,16.36,44.73,73.49,88.09,95.78,98.9,99.86,200962.38,302088.3,8760.0,454389.76,39.4,20.36,21.91,-6.1,8.26,12.82,14.75,16.7,19.43,21.91,23.9,25.35,26.24,27.18,30.1,0.16,100.0,8760.0
124,simulation,2A,2000s,HotelLarge,Tampa,11000,0.07,4175366144.64,93.06,8152.0,100.0,968346.21,968346.21,85.35,476639.97,512189.17,573990.77,594959.41,0.0,1222.08,16.6,22.74,27.73,33.25,38.74,51.23,71.89,91.15,99.32,234248.5,690885.99,8760.0,0.7,280859873.56,100.0,93.7,8208.0,173723.99,173723.99,15.31,32061.63,34217.82,21899.33,23458.94,0.0,0.83,39.65,66.71,79.21,87.66,92.64,96.19,98.38,99.59,99.9,11553.76,45320.71,8760.0,173723.99,36.07,21.89,23.74,-3.4,11.39,15.85,17.38,18.76,21.57,23.74,25.0,26.1,26.7,27.49,30.0,0.18,86.76,7600.0
125,simulation,3C,2020s,HotelLarge,San Francisco,11000,0.19,362023236.84,93.97,8232.0,100.0,333187.31,333187.31,29.37,41326.85,43977.56,21380.44,23737.68,0.0,96.84,61.92,78.15,88.18,93.62,96.67,98.4,99.28,99.68,99.92,8340.51,58462.67,8760.0,0.35,69039472.58,100.0,88.39,7743.0,107840.41,107840.41,9.51,7881.22,8916.37,2146.22,2811.04,0.0,0.02,82.89,89.03,92.57,95.23,96.83,98.08,98.78,99.34,99.7,303.52,6347.75,8760.0,107840.41,32.55,13.79,13.48,2.84,9.29,10.77,11.35,11.74,12.68,13.48,14.36,15.28,15.89,16.7,18.9,0.32,82.36,7215.0
126,simulation,3B,2000s,OfficeLarge,San Diego,46000,0.07,3271638538.92,84.95,7442.0,100.0,2201900.14,2201900.14,47.54,373474.72,439618.19,181858.51,292790.38,0.0,0.01,52.92,67.09,77.41,84.34,89.26,94.67,97.76,99.26,99.93,4800.12,590946.07,8760.0,0.36,240536493.46,100.0,37.2,3259.0,624966.24,624966.24,13.49,27458.5,73806.84,0.0,32685.21,0.0,1.7,86.18,92.17,95.4,97.51,98.68,99.36,99.82,99.92,99.97,0.0,13670.95,8760.0,624965.11,36.42,16.01,16.0,1.83,10.42,12.0,13.0,13.42,14.83,16.0,17.0,18.0,18.58,19.83,22.0,0.28,31.7,2777.0
127,simulation,6B,2000s,Hospital,Great Falls,22000,0.73,3655199204.06,92.68,8119.0,100.0,2031636.47,2031636.47,90.55,417260.18,450203.13,287012.7,308517.33,0.0,0.01,32.37,65.0,67.8,85.35,93.92,98.41,99.74,99.98,99.99,165855.06,740080.09,8760.0,0.65,2650672465.49,100.0,100.0,8760.0,1117346.84,1117346.84,49.8,302588.18,302588.18,267382.13,267382.13,60653.99,60653.99,1.03,30.38,71.94,89.54,94.16,95.67,97.34,98.87,99.65,210728.37,346660.14,8760.0,1117346.84,36.74,7.07,7.38,-33.9,-8.09,-1.1,0.39,1.99,4.61,7.38,10.6,13.65,15.25,17.27,21.93,0.55,92.68,8119.0
128,simulation,6A,2000s,OutPatientHealthCare,Rochester,4000,0.93,646908206.68,82.43,7221.0,100.0,503248.19,503248.19,132.29,73847.97,89587.07,28307.55,46547.61,0.0,17.56,59.3,68.22,83.36,89.99,93.7,96.13,98.23,99.39,99.79,5715.97,120527.93,8760.0,0.31,603862369.55,100.0,100.0,8760.0,374569.08,374569.08,98.47,68934.06,68934.06,50424.97,50424.97,7819.64,7819.64,36.89,68.09,83.61,90.7,94.51,96.84,98.09,98.95,99.39,27513.43,88662.93,8760.0,374569.08,33.9,6.46,7.8,-36.7,-11.45,-4.4,-2.8,-0.89,2.89,7.8,11.91,15.46,17.16,18.76,22.8,0.74,82.43,7221.0
129,simulation,6B,2000s,OutPatientHealthCare,Great Falls,4000,1.0,515894305.52,89.76,7863.0,100.0,344155.58,344155.58,90.47,58892.04,65610.37,28231.53,32607.09,0.0,15.81,56.91,66.32,78.14,87.42,92.26,95.45,97.81,98.89,99.74,13911.27,94101.95,8760.0,0.41,517101969.58,100.0,100.0,8760.0,355486.73,355486.73,93.45,59029.91,59029.91,46071.57,46071.57,6650.47,6650.47,36.54,73.01,88.6,94.21,96.55,97.95,98.68,99.26,99.61,27296.9,73858.38,8760.0,355486.73,36.74,7.07,7.38,-33.9,-8.09,-1.1,0.39,1.99,4.61,7.38,10.6,13.65,15.25,17.27,21.93,1.03,89.76,7863.0
130,simulation,4A,2020s,OfficeLarge,New York,46000,0.1,1833528040.46,47.9,4196.0,100.0,1869087.96,1869087.96,40.35,209306.85,436970.46,0.0,228517.04,0.0,0.01,74.52,80.87,84.84,87.9,90.56,92.41,94.47,98.82,99.84,0.0,198806.26,8760.0,0.01,189415904.29,100.0,32.49,2846.0,1326991.49,1326991.49,28.65,21622.82,66555.13,0.0,18437.67,0.0,0.01,94.59,98.26,99.36,99.66,99.83,99.92,99.97,99.97,99.98,0.0,2607.67,8760.0,1326991.49,36.45,12.55,12.58,-13.65,0.25,3.3,4.65,6.06,8.94,12.58,15.89,19.47,21.1,22.2,25.25,0.71,8.93,782.0
131,simulation,6A,2000s,HotelLarge,Rochester,11000,0.86,1163855675.05,63.46,5559.0,100.0,861486.85,861486.85,75.93,132860.24,209364.22,9507.48,117625.47,0.0,347.97,65.97,71.55,75.88,80.58,86.11,91.94,97.05,99.35,99.83,0.0,237386.36,8760.0,0.14,1004389591.43,100.0,99.95,8756.0,944095.47,944095.47,83.21,114656.35,114708.72,68889.89,68954.48,0.0,8.08,61.28,84.37,92.1,96.02,97.73,97.91,97.98,98.05,98.58,35981.02,143139.89,8760.0,944095.47,33.9,6.46,7.8,-36.7,-11.45,-4.4,-2.8,-0.89,2.89,7.8,11.91,15.46,17.16,18.76,22.8,1.1,63.41,5555.0
132,simulation,3C,2020s,OutPatientHealthCare,San Jose,4000,0.19,534641785.89,100.0,8760.0,100.0,281513.87,281513.87,74.0,61032.17,61032.17,39539.96,39539.96,4371.78,4371.78,36.54,63.24,77.24,83.94,88.32,93.12,96.55,98.78,99.79,23123.35,79032.02,8760.0,0.96,102911272.39,100.0,100.0,8760.0,91255.77,91255.77,23.99,11747.86,11747.86,8602.92,8602.92,3644.12,3644.12,53.69,84.26,93.5,97.27,98.74,99.43,99.73,99.87,99.95,5969.66,14072.62,8760.0,78259.32,34.9,14.88,14.65,0.35,8.3,10.6,11.58,12.41,13.55,14.65,15.75,16.91,17.83,19.0,22.17,0.32,100.0,8760.0
133,simulation,3B,2020s,Hospital,El Paso,22000,0.23,4142630983.72,100.0,8760.0,100.0,1604280.15,1604280.15,71.5,472903.08,472903.08,425106.18,425106.18,24222.76,24222.76,24.85,41.22,54.1,69.67,81.23,88.11,94.59,99.75,99.93,161322.96,696553.89,8760.0,0.87,956917384.19,100.0,100.0,8760.0,289923.48,289923.48,12.92,109237.14,109237.14,103302.02,103302.02,30602.62,30602.62,0.0,6.4,31.64,62.88,83.12,92.72,97.56,99.35,99.92,80844.04,129834.51,8760.0,254532.93,38.9,17.98,18.47,-4.64,5.46,9.08,10.71,12.16,15.35,18.47,21.35,23.76,25.11,26.66,30.25,0.18,100.0,8760.0
134,simulation,4B,2020s,HotelLarge,Albuquerque,11000,0.19,749730550.56,90.51,7929.0,100.0,371378.0,371378.0,32.73,85585.68,94555.5,33983.79,47556.78,0.0,62.06,51.61,60.15,66.29,72.79,79.99,87.9,93.58,96.75,99.25,7031.69,159558.45,8760.0,0.13,141239085.27,100.0,49.12,4303.0,127746.0,127746.0,11.26,16123.18,32823.4,0.0,23004.63,0.0,0.0,71.22,76.5,81.11,85.45,89.34,92.98,96.26,98.68,99.82,0.0,21664.43,8760.0,127746.0,38.65,13.68,13.73,-8.47,0.46,3.76,5.35,7.16,10.46,13.73,17.02,19.89,21.27,22.84,26.99,0.34,39.69,3477.0
135,simulation,3C,2000s,HotelLarge,San Francisco,11000,0.74,844422148.97,82.63,7238.0,100.0,723828.89,723828.89,63.8,96395.22,116665.12,59102.79,83130.13,0.0,355.68,54.95,75.39,86.44,92.84,96.26,98.28,99.35,99.76,99.97,9612.52,142808.05,8760.0,0.43,623314598.63,100.0,100.0,8760.0,309230.96,309230.96,27.26,71154.63,71154.63,57688.57,57688.57,956.98,956.98,17.0,55.51,77.18,86.58,91.93,95.27,97.52,98.87,99.69,39008.16,87460.34,8760.0,309230.96,32.55,13.79,13.48,2.84,9.29,10.77,11.35,11.74,12.68,13.48,14.36,15.28,15.89,16.7,18.9,0.43,82.63,7238.0
136,simulation,1A,2020s,Hospital,Miami,22000,0.11,8578318421.81,100.0,8760.0,100.0,1761045.76,1761045.76,78.49,979260.09,979260.09,905009.57,905009.57,201494.68,201494.68,0.0,0.34,4.83,18.79,45.83,67.72,76.14,85.79,96.16,755354.57,1216793.28,8760.0,1.0,970627281.59,100.0,100.0,8760.0,234968.54,234968.54,10.47,110802.2,110802.2,113087.03,113087.03,45162.06,45162.06,0.0,0.08,11.27,31.52,54.98,84.33,96.63,99.57,99.95,87385.44,132537.16,8760.0,-88858.1,35.35,24.51,25.1,5.25,18.3,21.53,22.45,23.01,24.19,25.1,26.1,26.99,27.55,28.26,29.65,0.13,100.0,8760.0
137,simulation,3A,2000s,HotelLarge,Atlanta,11000,0.16,2435573424.17,82.19,7200.0,100.0,804499.78,804499.78,70.91,278033.5,338274.09,238687.88,352418.76,0.0,1034.87,36.95,44.2,50.19,56.38,63.14,70.5,79.75,91.0,99.1,11183.11,524084.45,8760.0,0.47,401043231.34,100.0,96.84,8483.0,262577.49,262577.49,23.14,45781.19,47276.11,37147.69,38353.16,0.0,0.81,35.92,65.75,82.84,92.39,97.2,99.05,99.79,99.91,99.98,19737.13,65199.52,8760.0,262577.49,36.7,16.65,17.66,-12.55,4.11,8.26,10.11,11.81,14.89,17.66,20.42,22.45,23.48,24.65,28.09,0.33,79.03,6923.0
138,simulation,2B,2020s,OfficeLarge,Tucson,46000,0.01,3420414097.93,72.47,6348.0,100.0,3111054.23,3111054.23,67.16,390458.23,538817.6,164232.64,339737.67,0.0,0.08,61.85,72.88,79.93,91.62,98.82,99.98,99.99,99.99,99.99,0.0,707197.08,8760.0,0.04,19322915.79,100.0,8.39,735.0,338504.89,338504.89,7.31,2205.81,26289.68,0.0,4285.77,0.0,0.01,98.14,98.94,99.32,99.6,99.75,99.84,99.87,99.93,99.97,0.0,0.0,8760.0,338504.89,42.0,21.71,21.95,-1.06,9.58,13.0,14.58,16.0,19.0,21.95,24.58,27.25,28.76,30.42,33.76,0.11,3.47,304.0
139,simulation,3A,2000s,OutPatientHealthCare,Sacramento,4000,0.32,1067380857.43,99.99,8759.0,100.0,462835.61,462835.61,121.67,121847.13,121861.04,97952.47,97955.62,0.0,97.03,7.07,45.15,72.67,83.46,88.9,93.3,96.75,98.71,99.69,69755.27,145867.6,8760.0,0.93,341234174.53,100.0,100.0,8760.0,172083.16,172083.16,45.24,38953.67,38953.67,33311.83,33311.83,7538.73,7538.73,15.39,51.96,75.88,88.48,95.27,98.13,99.35,99.78,99.94,21236.14,50924.18,8760.0,168338.83,42.0,15.9,14.42,-1.58,6.42,9.0,10.0,11.0,12.83,14.42,16.58,19.25,21.17,23.17,28.17,0.37,99.99,8759.0
140,simulation,5C,2000s,OutPatientHealthCare,Port Angeles,4000,0.87,474460145.15,99.81,8743.0,100.0,290396.27,290396.27,76.34,54162.12,54267.43,30307.44,30344.73,0.0,19.41,46.89,71.11,77.65,86.23,91.84,95.23,97.8,99.38,99.91,20974.7,77532.51,8760.0,0.66,415044319.3,100.0,100.0,8760.0,192427.41,192427.41,50.59,47379.49,47379.49,42478.14,42478.14,9053.99,9053.99,6.93,43.14,71.97,88.31,95.78,98.45,99.43,99.89,99.99,29433.73,60383.22,8760.0,192427.41,29.58,9.26,9.0,-5.36,2.98,4.58,5.58,6.0,7.42,9.0,10.42,12.0,12.58,13.58,16.58,0.66,99.81,8743.0
141,simulation,5A,2020s,OfficeLarge,Chicago,46000,0.17,1762595014.54,45.81,4013.0,100.0,4232953.32,4232953.32,91.38,201209.48,439221.28,0.0,216092.81,0.0,0.01,83.14,89.43,94.86,99.73,99.94,99.98,99.98,99.98,99.99,0.0,149688.73,8760.0,0.01,291414865.8,100.0,33.33,2920.0,1751228.21,1751228.21,37.81,33266.54,99799.61,0.0,34074.95,0.0,0.01,93.55,97.92,99.25,99.59,99.75,99.9,99.93,99.97,99.98,0.0,4341.12,8760.0,1751228.21,39.58,11.39,12.0,-27.05,-4.68,1.58,3.92,6.0,9.0,12.0,15.42,19.0,21.0,22.42,26.03,0.41,7.11,623.0
142,simulation,4B,2020s,Hospital,Albuquerque,22000,0.32,3116644768.84,100.0,8760.0,100.0,1262239.06,1262239.06,56.26,355781.37,355781.37,266639.34,266639.34,8953.53,8953.53,32.71,48.39,61.69,72.64,80.78,86.48,90.32,93.57,98.79,72715.4,540626.68,8760.0,0.74,1010620423.71,100.0,100.0,8760.0,289738.45,289738.45,12.91,115367.63,115367.63,105303.84,105303.84,19997.68,19997.68,0.03,7.17,32.1,59.71,76.26,86.45,93.37,97.9,99.73,80119.94,142257.98,8760.0,272171.87,38.65,13.68,13.73,-8.47,0.46,3.76,5.35,7.16,10.46,13.73,17.02,19.89,21.27,22.84,26.99,0.23,100.0,8760.0
143,simulation,3B,2000s,OutPatientHealthCare,Los Angeles,4000,0.25,1279816006.3,99.94,8755.0,100.0,362448.96,362448.96,95.28,146097.72,146181.15,127667.3,127693.14,0.0,784.69,6.55,14.89,36.45,59.99,73.05,81.6,87.59,91.67,95.7,93408.8,189164.49,8760.0,0.95,317166444.75,100.0,100.0,8760.0,261577.3,261577.3,68.76,36206.22,36206.22,31576.69,31576.69,439.32,439.32,34.76,82.67,95.57,99.14,99.86,99.97,99.97,99.98,99.98,22587.16,45075.7,8760.0,261577.3,37.8,17.11,16.91,-18.88,11.35,13.01,13.65,14.29,15.81,16.91,17.89,19.11,19.89,21.05,23.76,0.72,99.94,8755.0
144,simulation,3A,2020s,OfficeLarge,Sacramento,46000,0.04,1837891490.85,52.09,4563.0,100.0,2490189.04,2490189.04,53.76,209804.96,402781.39,604.11,220839.6,0.0,0.01,75.25,83.7,88.98,92.45,95.11,98.86,99.37,99.65,99.84,0.0,243938.05,8760.0,0.08,65472375.7,100.0,25.55,2238.0,1018351.64,1018351.64,21.98,7474.02,29254.86,0.0,6439.53,0.0,0.01,97.67,99.49,99.83,99.93,99.95,99.97,99.97,99.98,99.98,0.0,1.46,8760.0,1018351.64,42.0,15.9,14.42,-1.58,6.42,9.0,10.0,11.0,12.83,14.42,16.58,19.25,21.17,23.17,28.17,0.41,11.36,995.0
145,simulation,4A,2000s,OutPatientHealthCare,New York,4000,0.42,1017427771.55,97.6,8550.0,100.0,521492.84,521492.84,137.09,116144.72,118997.4,83988.94,86589.34,0.0,17.07,32.24,57.96,74.76,84.9,89.6,92.9,95.92,98.34,99.46,43673.46,157351.14,8760.0,0.71,428352165.72,100.0,100.0,8760.0,283611.69,283611.69,74.56,48898.65,48898.65,40813.73,40813.73,8243.49,8243.49,32.33,67.95,87.57,95.27,98.03,99.14,99.65,99.9,99.97,23981.76,64472.61,8760.0,283611.69,36.45,12.55,12.58,-13.65,0.25,3.3,4.65,6.06,8.94,12.58,15.89,19.47,21.1,22.2,25.25,0.54,97.6,8550.0
146,simulation,5B,2000s,Hospital,Denver,22000,0.5,4331767536.49,97.82,8569.0,100.0,2277542.24,2277542.24,101.51,494494.01,505516.11,323175.56,332290.18,0.0,0.02,33.57,56.5,59.52,84.84,94.59,99.27,99.86,99.94,99.98,181422.51,782640.09,8760.0,0.76,2145382331.75,100.0,100.0,8760.0,816059.59,816059.59,36.37,244906.66,244906.66,225992.37,225992.37,29841.3,29841.3,0.75,20.27,58.26,81.94,93.94,97.98,98.9,99.3,99.77,174663.13,299234.68,8760.0,816059.59,39.05,10.02,9.66,-22.58,-4.0,0.0,1.42,3.17,6.25,9.66,13.75,17.0,18.58,20.14,25.0,0.36,97.82,8569.0
147,simulation,6A,2020s,OutPatientHealthCare,Rochester,4000,0.64,432594830.63,83.45,7310.0,100.0,384868.98,384868.98,101.17,49382.97,59178.5,20329.73,28776.25,0.0,13.09,62.81,78.24,87.07,90.67,93.9,96.08,98.07,99.36,99.82,3941.34,68488.33,8760.0,0.27,278792864.97,100.0,100.0,8760.0,258282.85,258282.85,67.9,31825.67,31825.67,15169.28,15169.28,3255.84,3255.84,64.61,80.64,89.11,93.64,96.19,97.75,98.7,99.11,99.55,7355.15,40174.95,8760.0,258282.85,33.9,6.46,7.8,-36.7,-11.45,-4.4,-2.8,-0.89,2.89,7.8,11.91,15.46,17.16,18.76,22.8,0.67,83.45,7310.0
148,simulation,3C,2020s,OfficeLarge,San Jose,46000,0.05,1130220861.92,51.85,4542.0,100.0,1446250.21,1446250.21,31.22,129020.65,248837.71,283.04,110263.46,0.0,0.03,76.61,84.33,89.19,92.26,94.27,95.48,97.85,99.17,99.85,0.0,122036.29,8760.0,0.03,60032601.03,100.0,16.99,1488.0,409109.79,409109.79,8.83,6853.04,40344.49,0.0,9733.34,0.0,0.01,94.78,96.89,98.33,99.09,99.5,99.69,99.78,99.89,99.95,0.0,0.0,8760.0,409109.79,34.9,14.88,14.65,0.35,8.3,10.6,11.58,12.41,13.55,14.65,15.75,16.91,17.83,19.0,22.17,0.28,6.56,575.0
149,simulation,5B,2000s,OfficeLarge,Denver,46000,0.42,2670857139.68,51.12,4478.0,100.0,2014872.54,2014872.54,43.5,304892.37,596439.74,0.11,546341.6,0.0,0.01,60.49,67.32,77.33,85.27,89.98,93.03,97.85,99.29,99.91,0.0,557230.18,8760.0,0.02,1115559137.83,100.0,50.9,4459.0,2244176.58,2244176.58,48.45,127346.93,250181.46,124.37,114357.21,0.0,2.62,80.91,89.57,94.57,97.35,98.56,99.38,99.71,99.93,99.98,0.0,120455.43,8760.0,2244176.58,39.05,10.02,9.66,-22.58,-4.0,0.0,1.42,3.17,6.25,9.66,13.75,17.0,18.58,20.14,25.0,1.11,15.26,1337.0
150,simulation,4B,2020s,OutPatientHealthCare,Albuquerque,4000,0.18,569449553.48,99.74,8737.0,100.0,276410.19,276410.19,72.66,65005.66,65176.78,45608.95,45836.29,0.0,17.97,40.18,57.08,74.37,81.15,85.35,88.63,92.27,95.57,98.72,15502.98,84891.59,8760.0,0.8,101778222.51,100.0,100.0,8760.0,116690.94,116690.94,30.68,11618.52,11618.52,7674.62,7674.62,2552.05,2552.05,69.6,89.82,95.55,97.58,98.76,99.42,99.76,99.87,99.95,5051.66,13496.23,8760.0,116690.94,38.65,13.68,13.73,-8.47,0.46,3.76,5.35,7.16,10.46,13.73,17.02,19.89,21.27,22.84,26.99,0.42,99.74,8737.0
151,simulation,2A,2020s,OfficeLarge,Tampa,46000,0.0,4375897608.64,77.32,6773.0,100.0,2373320.75,2373320.75,51.24,499531.69,646079.67,310604.34,511250.51,0.0,0.01,47.05,59.39,68.5,75.18,81.7,89.02,98.82,99.79,99.95,6678.08,945030.74,8760.0,0.08,16149298.8,100.0,8.17,716.0,348364.85,348364.85,7.52,1843.53,22554.89,0.0,4093.06,0.0,0.01,98.65,99.21,99.46,99.69,99.81,99.91,99.95,99.97,99.99,0.0,0.0,8760.0,348364.85,36.07,21.89,23.74,-3.4,11.39,15.85,17.38,18.76,21.57,23.74,25.0,26.1,26.7,27.49,30.0,0.15,4.53,397.0
152,simulation,3B,2000s,HotelLarge,El Paso,11000,0.21,2180328719.06,87.59,7673.0,100.0,886074.96,886074.96,78.1,248895.97,284155.96,207628.8,274364.99,0.0,791.15,37.59,47.18,55.39,64.55,74.54,85.02,94.55,98.87,99.83,19611.71,446634.76,8760.0,0.26,467997087.22,100.0,99.3,8699.0,354236.72,354236.72,31.22,53424.33,53798.95,19504.88,19677.49,0.0,0.02,65.08,76.88,81.89,86.54,90.42,93.52,96.03,97.8,99.12,7851.44,61111.06,8760.0,354236.72,38.9,17.98,18.47,-4.64,5.46,9.08,10.71,12.16,15.35,18.47,21.35,23.76,25.11,26.66,30.25,0.4,86.89,7612.0
153,simulation,5B,2000s,OutPatientHealthCare,Denver,4000,0.58,658411974.68,95.68,8382.0,100.0,339523.36,339523.36,89.25,75161.18,78550.7,36622.84,41437.47,0.0,14.39,47.92,56.08,68.85,80.88,87.19,91.34,95.3,98.39,99.83,18043.72,117149.18,8760.0,0.53,382719592.87,100.0,100.0,8760.0,306823.26,306823.26,80.66,43689.45,43689.45,34795.28,34795.28,6708.3,6708.3,43.78,78.12,91.7,97.17,98.69,99.41,99.76,99.9,99.95,20301.44,56738.67,8760.0,306823.26,39.05,10.02,9.66,-22.58,-4.0,0.0,1.42,3.17,6.25,9.66,13.75,17.0,18.58,20.14,25.0,0.9,95.68,8382.0
154,simulation,5A,2020s,Hospital,Chicago,22000,0.49,3273044858.65,99.74,8737.0,100.0,1707438.52,1707438.52,76.1,373635.26,374618.85,221549.54,223011.1,0.0,465.29,44.95,61.71,70.11,77.66,86.24,91.06,94.61,98.28,99.83,68564.84,618857.79,8760.0,0.6,1592899076.71,100.0,100.0,8760.0,966324.23,966324.23,43.07,181837.79,181837.79,158486.27,158486.27,63665.69,63665.69,8.0,66.26,89.42,97.1,99.3,99.67,99.73,99.92,99.94,122766.07,219788.8,8760.0,966324.23,39.58,11.39,12.0,-27.05,-4.68,1.58,3.92,6.0,9.0,12.0,15.42,19.0,21.0,22.42,26.03,0.57,99.74,8737.0
155,simulation,4A,2000s,OfficeLarge,New York,46000,0.29,4208928886.04,91.88,8049.0,100.0,3046976.03,3046976.03,65.78,480471.33,522913.27,252205.65,310987.03,0.0,0.79,53.62,71.61,81.92,86.86,89.65,95.33,98.16,99.27,99.81,31330.16,687481.17,8760.0,0.25,1201042625.54,100.0,49.0,4292.0,2602994.89,2602994.89,56.2,137105.32,279832.86,0.0,150111.28,0.0,1.05,80.5,90.24,95.64,98.24,99.36,99.79,99.93,99.99,99.99,0.0,142438.07,8760.0,2602994.89,36.45,12.55,12.58,-13.65,0.25,3.3,4.65,6.06,8.94,12.58,15.89,19.47,21.1,22.2,25.25,0.85,40.99,3591.0
156,simulation,3C,2020s,OutPatientHealthCare,San Francisco,4000,0.22,478444618.16,100.0,8760.0,100.0,231573.21,231573.21,60.88,54616.97,54616.97,31747.19,31747.19,7559.47,7559.47,30.63,59.29,71.55,80.42,87.64,92.65,96.78,98.93,99.68,21742.44,77575.09,8760.0,0.98,105910310.03,100.0,100.0,8760.0,83470.74,83470.74,21.94,12090.22,12090.22,9214.65,9214.65,3717.24,3717.24,44.84,80.83,91.04,96.51,98.45,99.39,99.73,99.91,99.98,6264.49,14546.74,8760.0,65200.77,32.55,13.79,13.48,2.84,9.29,10.77,11.35,11.74,12.68,13.48,14.36,15.28,15.89,16.7,18.9,0.36,100.0,8760.0
157,simulation,2A,2020s,Hospital,Houston,22000,0.19,6335262979.67,100.0,8760.0,100.0,1774260.47,1774260.47,79.08,723203.54,723203.54,760436.46,760436.46,15041.27,15041.27,16.96,28.03,36.31,46.15,64.92,77.23,84.42,90.73,98.01,305360.44,1018419.51,8760.0,0.91,1195286169.59,100.0,100.0,8760.0,347360.08,347360.08,15.48,136448.19,136448.19,134407.98,134407.98,57356.9,57356.9,0.0,2.69,22.64,55.89,84.2,94.37,98.13,99.73,99.99,107132.81,158061.77,8760.0,316413.28,39.4,20.36,21.91,-6.1,8.26,12.82,14.75,16.7,19.43,21.91,23.9,25.35,26.24,27.18,30.1,0.2,100.0,8760.0
158,simulation,6A,2000s,Hospital,Rochester,22000,0.7,4474243435.35,89.84,7870.0,100.0,3228257.83,3228257.83,143.89,510758.38,568518.86,294219.6,351398.84,0.0,51.13,52.99,62.9,76.89,92.89,98.11,99.49,99.7,99.79,99.9,112368.89,953164.8,8760.0,0.54,3141536455.01,100.0,100.0,8760.0,1358598.85,1358598.85,60.55,358622.88,358622.88,302799.1,302799.1,33048.43,33048.43,0.46,37.83,73.12,88.64,93.39,96.0,98.03,99.28,99.78,242148.4,421472.87,8760.0,1358598.85,33.9,6.46,7.8,-36.7,-11.45,-4.4,-2.8,-0.89,2.89,7.8,11.91,15.46,17.16,18.76,22.8,0.42,89.84,7870.0
